nome_empresarial,bairro,ano,lat,lng,tipo
PIAZZA DEL CAFFE,CENTRO,2010-11-25,-25.4412212,-49.27769,Café
GA3,BATEL,2006-05-26,-25.4444198,-49.2922962,Restaurante
CIRAD REPRESENTACOES COMERCIAIS LTDA,CENTRO,1984-08-09,-25.435355,-49.2825237,Restaurante
ARTHUR CEZAR PEREIRA 07654449925,BATEL,2012-09-10,-25.4451514,-49.2943274,Lanchonete
FEIN KONDITOREI COM DOC E SALG LT,CENTRO,1988-09-20,-25.4344711,-49.2755275,Padaria/Confeitaria
LANCHES MAEDA LTDA,CENTRO,1993-05-01,-25.4352164,-49.2699051,Pastelaria
DANIEL LEITE DE CARVALHO,TATUQUARA,1998-09-15,-25.5635586,-49.3322881,Restaurante
LOVELY LANCHES LTDA,CENTRO,1996-12-15,-25.4305133,-49.2683317,Lanchonete
GABRIEL RECH RESTAURANTE ME,CENTRO,2001-06-01,-25.4358906,-49.2625412,Bar/Choperia
RESTAURANTE DRAN-CHIN LTDA,CENTRO,1996-01-26,-25.4301849,-49.2663313,Restaurante
MIMITOS REVISTARIA LTDA,CENTRO,1991-09-20,-25.4278041,-49.265847,Lanchonete
NUTREVITALE-REST VEGET LTDA,CENTRO,1987-12-01,-25.4335606,-49.2777387,Típico
MG COSTA COMERCIO DE ALIMENTOS EIRELI - ME,CENTRO,2012-08-28,-25.4373459,-49.2767552,Restaurante
ICE CLUB BAR E CHOPARIA LTDA,CENTRO,2000-06-01,-25.4346876,-49.2672567,Bar/Choperia
RINGUE BAR,CENTRO,2010-06-23,-25.4306816,-49.2760498,Bar/Choperia
CARICIA-COMERCIO DE SORVETES LTDA,CENTRO,1981-09-01,-25.4260398,-49.2687612,Bar/Choperia
PAULO TERUHIKO YANO,CENTRO,1996-06-01,-25.4343332,-49.2788659,Pastelaria
BUFFET DU BATEL LTDA,BATEL,1986-06-01,-25.4378678,-49.2837066,Restaurante
DELICATESSEN PANIFICADORA  CONFEITARIA LTDA,CENTRO,1998-11-25,-25.440777,-49.2751534,Padaria/Confeitaria
BNS II - COMERCIO DE ALIMENTOS LTDA,CENTRO,2011-03-16,-25.4357418,-49.2773141,Lanchonete
ZAPATA LA TAQUERIA,BATEL,2012-06-18,-25.4431516,-49.2908574,Bar/Choperia
MERCEARIA E CONFEITARIA ROSABARROS LTDA,CENTRO,1998-05-01,-25.4315562,-49.2781013,Padaria/Confeitaria
RESTAURANTE E LANCHONETE MAMA GLORIA LTDA-ME,CENTRO,2000-07-15,-25.4314357,-49.2759575,Lanchonete
PAO DE QUEIJO,CENTRO,2013-10-02,-25.4372172,-49.2748304,Franquia
D' GRAU - BAR,CENTRO,2009-01-30,-25.4308326,-49.2724588,Bar/Choperia
KRICK S PRODUTOS ALIMENTICIOS LTDA,CENTRO,1983-02-02,-25.4279631,-49.2662036,Lanchonete
MARCOS GONÇALVES ME,TATUQUARA,2011-10-26,-25.5636193,-49.3293706,Jogo
SANDRA APARECIDA BATAGELLO MOREIRA,BATEL,1990-06-01,-25.4385486,-49.2817057,Lanchonete
QUEIROZ & SILVEIRA LTDA,CENTRO,1995-07-25,-25.4294693,-49.2632019,Restaurante
COMERCIO DE LANCHES DEBUS LTDA,CENTRO,2000-04-12,-25.4319047,-49.277317,Lanchonete
BOMBONIERES CINES CURITIBA LTDA,CENTRO,2000-12-01,-25.4412212,-49.27769,Lanchonete
ESQUINA DO PASTEL,CENTRO,1999-06-01,-25.427889,-49.2629946,Pastelaria
GULLA'S GRILL,CENTRO,2013-10-09,-25.4319047,-49.277317,Churrascaria/Grill
JOSE MARCOS RODRIGUES BAR,TATUQUARA,1997-10-22,-25.5618515,-49.3125293,Mercado/Mercearia
LE BAC CONFEITARIA LTDA,CENTRO,1991-09-05,-25.4357241,-49.2752048,Padaria/Confeitaria
REGINA PINHEIRO MARSEN,CENTRO,1990-02-01,-25.4381693,-49.274043,Mercado/Mercearia
MADERO DELICATESSEN,CENTRO,2011-04-07,-25.4346353,-49.2776272,Franquia
PAL BRAZIL,CENTRO,2011-11-07,-25.4323576,-49.2682489,Bar/Choperia
LUCIA VIDAL DOS SANTOS,TATUQUARA,1996-09-09,-25.5499766,-49.2961779,Jogo
YEN & LOW LTDA,CENTRO,1993-11-01,-25.4318028,-49.2732797,Pizzaria
ELOIM COMERCIO DE ALIMENTOS LTDA,CENTRO,2002-04-15,-25.4376393,-49.2754131,Padaria/Confeitaria
LUCCI MEETING CLUB,BATEL,2008-10-21,-25.4346456,-49.283998,Restaurante
CAMPANIA RISTORANTE,CENTRO,2013-07-04,-25.4328751,-49.2810814,Restaurante
TAGLIO COMERCIO DE ALIMENTOS LTDA - EPP,CENTRO,2013-05-16,-25.4304553,-49.2671487,Pizzaria
LUMI & CIA LTDA,CENTRO,1994-06-27,-25.4296069,-49.2691935,Restaurante
F  FAUAZ LANCHONETE LTDA,CENTRO,1989-12-01,-25.4287839,-49.269624,Bar/Choperia
MARGARETE CHEDE & CIA LTDA,CENTRO,2005-06-16,-25.4412212,-49.27769,Lanchonete
ELISETE DA CRUZ,CENTRO,1992-03-01,-25.4333987,-49.2597017,Lanchonete
JOSE DIAS LANCHES,CENTRO,1981-06-01,-25.4329068,-49.282912,Bar/Choperia
RESTAURANTE TEMBI-U LTDA,CENTRO,1985-11-01,-25.4314736,-49.2660477,Restaurante
CARTOLAS SPORT BAR,CENTRO,2012-04-03,-25.4383333,-49.279039,Bar/Choperia
CANTINHO DO PASTEL LANCH SUCOS LT,CENTRO,1996-03-01,-25.4362758,-49.271314,Pastelaria
FERNANDA CRISTINA BURBELA - ME,CENTRO,2011-05-09,-25.3905646,-49.3550267,Restaurante
MARLI APARECIDA MACHADO 02203667990,TATUQUARA,2010-09-09,-25.5710747,-49.3383472,Lanchonete
WAGNER ROBERTO LINO 02289138967,CENTRO,2013-06-27,-25.4302962,-49.2693892,Lanchonete
RESTAURANTE ALTURAS,CENTRO,2013-07-02,-25.4317122,-49.2701612,Restaurante
SANTA RITA CAFE,CENTRO,2006-09-23,-25.4412212,-49.27769,Café
FUNDAMENTAL SKATE,CENTRO,2011-08-23,-25.4301701,-49.2761764,Lanchonete
PORTAL DO PÃO DE QUEIJO,CENTRO,2006-02-14,-25.4342355,-49.2757328,Lanchonete
ALS COMERCIO DE ALIMENTOS EIRELI - EPP,BATEL,2013-05-27,-25.435577,-49.286055,Padaria/Confeitaria
BRSHOPPING COMERCIO E DISTRIBUICAO LTDA - ME,BATEL,2013-07-01,-25.4401605,-49.2873456,Lanchonete
ROGERIO DA MATA SILVEIRA,CENTRO,1998-12-01,-25.4343007,-49.2795046,Mercado/Mercearia
LANCHONETE E PASTELARIA GIL LTDA,CENTRO,1999-05-10,-25.4319038,-49.2653041,Pastelaria
GONCALVES E GOMES LTDA,CENTRO,1985-04-01,-25.4270957,-49.2638942,Lanchonete
SABER LANCHONETE LTDA,CENTRO,1988-04-20,-25.4315026,-49.2669246,Lanchonete
BAR RECANTO CURITIBANO,TATUQUARA,2007-09-17,-25.5705186,-49.3366372,Jogo
CAFE COM BOLACHAS LTDA,CENTRO,2008-09-04,-25.4269377,-49.2633225,Café
BOSQUE DRINK'S,TATUQUARA,2006-03-03,-25.5720082,-49.3165461,Hotel
CARLOTA KUGLER RODRIGUES,CENTRO,2007-08-21,-25.4289015,-49.269338,Lanchonete
HIGAKI & CIA LTDA,CENTRO,1998-09-21,-25.4301849,-49.2663313,Bar/Choperia
ZFOX BAR LTDA ME,BATEL,2012-03-22,-25.4386967,-49.2793732,Bar/Choperia
VAN RESTAURANTE,CENTRO,2012-07-06,-25.4304622,-49.2696548,Restaurante
PATRICIA APARECIDA MACHADO CASSELLI KASSIN EPP,CENTRO,2010-09-03,-25.4300125,-49.2675913,Lanchonete
LANCHONETE JL,TATUQUARA,2012-04-26,-25.5510937,-49.2969264,Lanchonete
ROXINHO SNACK BAR,CENTRO,1990-06-20,-25.4275102,-49.260635,Bar/Choperia
CABANA DA TAPIOCA,BATEL,2003-06-01,-25.4379995,-49.2886539,Lanchonete
LANCHES ENILU,BATEL,2012-07-25,-25.4401654,-49.2829875,Lanchonete
DLS - REFEICOES E LANCHES LTDA,BATEL,1995-07-20,-25.4371451,-49.2867208,Bar/Choperia
GIOVANNI DOMINGOS CASSELLI KASSIN EPP,CENTRO,2000-01-10,-25.432908,-49.2726069,Lanchonete
FRANGIL RESTAURANTE E LANCHONETE LTDA,CENTRO,2002-07-18,-25.4326979,-49.2778634,Jogo
NINA KASSIN,CENTRO,2010-11-18,-25.430864,-49.2739424,Lanchonete
DEGUSTI,CENTRO,2008-06-24,-25.4352558,-49.2785467,Restaurante
NAKASHIMA E MIAMOTO LTDA,CENTRO,1984-03-14,-25.4330224,-49.2765914,Lanchonete
"BR CAFES, COMERCIO DE BEBIDAS E ALIMENTOS LTDA",CENTRO,2010-02-24,-25.4354871,-49.2778584,Café
BLUCEL - COMERCIO DE ALIMENTOS LT,CENTRO,1986-11-01,-25.4297024,-49.2691677,Restaurante
ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,CENTRO,2010-10-18,-25.4412212,-49.27769,Lanchonete
VIDEIRA SERVICOS DE BUFFET,TATUQUARA,2011-05-13,-25.5595821,-49.3306355,Restaurante
RESTAURANTE CORTE REAL,CENTRO,2009-07-06,-25.4356402,-49.2660716,Bar/Choperia
M & F PASTELARIA LTDA,CENTRO,1999-11-20,-25.4412212,-49.27769,Pastelaria
MENDES DA SILVA & SILVA RESTAURANTE LTDA.,CENTRO,2011-02-25,-25.4332224,-49.27686,Lanchonete
RESTAURANTE JINHONG LTDA - ME,CENTRO,2013-03-06,-25.4382101,-49.2704222,Restaurante
BOM SABOR RESTAURANTE LTDA,CENTRO,2008-10-03,-25.4332591,-49.2806191,Restaurante
BUFFET JULIA CRISTINA LTDA,CENTRO,2003-02-05,-25.4330623,-49.274486,Restaurante
LANCHONETE LA PAMPOLA LTDA,CENTRO,1994-01-24,-25.4320395,-49.2713219,Padaria/Confeitaria
ANDRADE & MARTINS  RESTAURANTE LTDA,CENTRO,2009-05-26,-25.4315117,-49.273643,Restaurante
TXAPELA,CENTRO,2013-08-27,-25.4296617,-49.2748519,Bar/Choperia
BROOKLYN CAFES ESPECIAIS LTDA - ME,BATEL,2012-07-18,-25.437198,-49.2866243,Café
VILLA VERDE REST VEGETARIANO LTDA,CENTRO,1983-05-01,-25.4371242,-49.2776384,Restaurante
TRATORIA DI CAPRI LTDA,CENTRO,2003-11-05,-25.4412212,-49.27769,Típico
ACROTONA SOPAS E PIZZAS,CENTRO,2004-08-01,-25.4309003,-49.2766456,Pizzaria
DOSSEL EMPADOES & DELICIAS,CENTRO,2013-10-25,-25.4272593,-49.263843,Lanchonete
NEW START SHOPPING CURITIBA ALIMENTOS LTDA - ME,CENTRO,2012-10-30,-25.4412212,-49.27769,Lanchonete
E. M. SUZUKI - COMERCIO DE ALIMENTOS LTDA. - ME,CENTRO,2003-03-25,-25.4298182,-49.2661467,Bar/Choperia
CHOPPERIA PONTO DO PERNIL LTDA - ME,CENTRO,2012-11-26,-25.4312924,-49.2756683,Bar/Choperia
CONFRARIA GRILL & SUSHI,CENTRO,2014-01-17,-25.4306196,-49.2673329,Churrascaria/Grill
RESTAURANTE E LANCHONETE ANIÉLI NAYÁRA LTDA.,CENTRO,2003-11-01,-25.4333077,-49.2634387,Lanchonete
ARABE RESTAURANTE LTDA - ME,BATEL,2012-11-08,-25.4431516,-49.2908574,Típico
MANOEL DA CRUZ SANTOS,CENTRO,1991-05-02,-25.4368786,-49.2691398,Bar/Choperia
MARIA APARECIDA FEIGES & CIA LTDA,CENTRO,2001-07-30,-25.4331732,-49.2602931,Lanchonete
DISK LANCHES PARIS LTDA,CENTRO,1998-08-03,-25.4385128,-49.2782494,Lanchonete
JEREMIAS JOSE DA COSTA,CENTRO,1980-05-23,-25.4279148,-49.2635207,Lanchonete
SUCO MALUCO COMERCIO DE SUCOS LTDA,CENTRO,1997-05-09,-25.4332713,-49.2776236,Padaria/Confeitaria
PARQUE AQUA BOSQUE,TATUQUARA,2006-11-27,-25.5682286,-49.3144332,Lanchonete
CAFE DA ESCADA,BATEL,2011-04-18,-25.4385486,-49.2817057,Café
ARTE & CULINARIA,BATEL,2004-08-01,-25.4443543,-49.2873302,Cantina
BUFFET GUADALUPE LTDA,CENTRO,1999-05-11,-25.4323901,-49.2657708,Lanchonete
DUMBA LANCHES LTDA,CENTRO,2000-04-21,-25.4339502,-49.2705112,Lanchonete
PASTEIS DE CURITIBA,CENTRO,2011-06-10,-25.431477,-49.2751621,Pastelaria
LZV-RESTAURANTE E LANCHONETE LTDA,CENTRO,1995-05-15,-25.4326979,-49.2778634,Lanchonete
BISTRO PASSEIO,CENTRO,2009-02-02,-25.4275096,-49.2619892,Restaurante
BRIGADERIA COMERCIO DE ALIMENTOS LTDA - ME,CENTRO,2013-05-03,-25.4339299,-49.2793871,Lanchonete
LANCHONETE CASSIO LTDA-ME,CENTRO,2011-05-24,-25.435218,-49.2668916,Cantina
PILATI LANCHES,CENTRO,2012-09-11,-25.4305189,-49.2689392,Lanchonete
FAST FOOD COMERCIO DE ALIMEN LTDA,CENTRO,1986-06-19,-25.432753,-49.2703168,Fastfood
AROMA CAFE CAFETERIA LTDA,CENTRO,2005-10-03,-25.4331367,-49.2768998,Café
REST E LANCHONETE LOS CHIKO S LT,CENTRO,1983-06-01,-25.4350633,-49.2709627,Bar/Choperia
ITALY LANCHES LTDA,CENTRO,2000-04-01,-25.4283013,-49.2692731,Típico
SCHOONER CYBER CAFE LTDA,CENTRO,2000-10-27,-25.4301993,-49.2778723,Café
MILTON AFFONSO SENFF NETTO LANCHONETE - ME,CENTRO,2014-04-10,-25.4360769,-49.271577,Lanchonete
GILLES VERRECCHIA ME,BATEL,1995-03-24,-25.4385419,-49.2819465,Lanchonete
RECANTO DO CAFE LTDA,BATEL,2006-01-05,-25.4406871,-49.286923,Café
AROMA CAFE,CENTRO,2012-07-06,-25.4322509,-49.2641662,Café
PAO DE QUEIJO,CENTRO,2012-11-09,-25.4345553,-49.2742952,Franquia
RHI COMERCIO DE ALIMENTOS LTDA,BATEL,2006-11-14,-25.439912,-49.2831739,Lanchonete
OLHO VIU  BOCA PEDIU - COMERCIO DE LANCHES LTDA,CENTRO,2000-12-15,-25.4307736,-49.2633822,Lanchonete
TERESA MOURA RAMOS ESCRAMIM 60375574972,TATUQUARA,2013-10-10,-25.5541997,-49.2947601,Bar/Choperia
ESPETINHO ITARARE,CENTRO,2005-07-26,-25.4320465,-49.2641307,Bar/Choperia
MAGALHAES  LEMOS & CIA LTDA,CENTRO,1998-05-25,-25.4347091,-49.2712501,Lanchonete
LT ITO E CIA LTDA,CENTRO,1998-06-01,-25.4274476,-49.2621729,Bar/Choperia
FABIANE ALVES PESSUTTI 09476956992,CENTRO,2012-06-12,-25.4305478,-49.2731712,Lanchonete
A CASA DA COXINHA LAN CONFEIT LTD,CENTRO,1988-06-22,-25.4279038,-49.26185,Padaria/Confeitaria
ZANZIBAR-COMERCIO DE REFEIC LTDA,CENTRO,1981-04-01,-25.4326041,-49.2825853,Bar/Choperia
VM RESTAURANTE,CENTRO,2004-01-08,-25.4283013,-49.2692731,Pizzaria
VILLA ITALIA,CENTRO,2009-03-18,-25.4297505,-49.2656483,Típico
WITTIG & WITTIG LTDA,CENTRO,1997-05-02,-25.4309279,-49.2578898,Padaria/Confeitaria
LANCHONETE LAIANE LTDA,CENTRO,2001-06-05,-25.4325477,-49.2701387,Bar/Choperia
SERVIÇO SOCIAL DO COMERCIO - SESC,CENTRO,2000-10-10,-25.4315583,-49.2668049,Restaurante
VERA REGINA N. C. FOGANHOLI & FOGANHOLI LTDA.,CENTRO,2007-09-26,-25.4330786,-49.2594814,Bar/Choperia
GOURMET BRASIL RESTAURANTE,CENTRO,2002-04-15,-25.4314357,-49.2759575,Gourmet
WL2 BATEL BAR LTDA,BATEL,2004-05-14,-25.4406871,-49.286923,Bar/Choperia
RESTAURANTE E LANCHONETE SABOR DO CAMPO,CENTRO,2011-05-02,-25.4316945,-49.2631435,Bar/Choperia
GUILHERME RAO,CENTRO,1980-02-01,-25.4370876,-49.2692223,Bar/Choperia
ALECRIM RESTAURANTE,CENTRO,2010-07-01,-25.4315456,-49.2805382,Restaurante
E FOODS COMERCIO DE ALIMENTOS LTDA - ME,CENTRO,2012-10-03,-25.4319187,-49.2744865,Restaurante
RESTAURANTE JGM LTDA,CENTRO,2010-09-20,-25.4324123,-49.2619089,Restaurante
BAR E RESTAURANTE IMPERIAL LTDA,CENTRO,1981-01-02,-25.4331305,-49.2712507,Bar/Choperia
CAFE COM BACALHAU,CENTRO,2009-03-27,-25.4314357,-49.2759575,Café
GUS DINER COMERCIO DE ALIMENTOS LTDA,BATEL,2006-09-11,-25.4384433,-49.2838506,Lanchonete
KAUAN LANCHES,TATUQUARA,2008-03-11,-25.5604134,-49.330674,Lanchonete
RESTAURANTE OCEAN LTDA-ME - ME,CENTRO,2012-06-04,-25.4331237,-49.2636276,Restaurante
DON CHAMONIX,BATEL,2005-06-08,-25.4410469,-49.2861193,Restaurante
BARONESA LANCHONETE,CENTRO,2010-04-09,-25.4265317,-49.2706583,Bar/Choperia
ZUCCA PASTA & GRILL,CENTRO,2007-05-25,-25.4301849,-49.2663313,Churrascaria/Grill
TOTOPOS GASTRONOMIA MEXICANA LTDA ME,BATEL,2008-06-20,-25.4289541,-49.267137,Gourmet
RIZZI COMERCIO DE ALIMENTOS LTDA,BATEL,2001-12-03,-25.4397717,-49.2810832,Restaurante
CARVALHO & PEIXOTO BAR E PETISCARIA LTDA,BATEL,2004-08-01,-25.4360082,-49.2838364,Bar/Choperia
MARIA APARECIDA DE MELO - BAR,TATUQUARA,2006-08-02,-25.4289541,-49.267137,Jogo
BIFE GRILL RESTAURANTE LTDA - ME,BATEL,2010-12-02,-25.442007,-49.2868716,Churrascaria/Grill
SONIA MARIZA SPINELLO QUAESNER,CENTRO,1995-04-01,-25.433589,-49.2608162,Lanchonete
CARMO E RODRIGUES RESTAURANTE LTDA-ME,CENTRO,2009-03-16,-25.428876,-49.2730031,Lanchonete
CANTINHO DO LANCHE E REFEICOES LTDA,TATUQUARA,2009-04-14,-25.5610346,-49.3393873,Lanchonete
MAKARIA BAR,BATEL,2006-01-23,-25.4400067,-49.2861007,Bar/Choperia
GUILHERMINA LUGUES,TATUQUARA,1986-11-10,-25.550738,-49.3002523,Pastelaria
AMICCI BATEL,CENTRO,2009-06-22,-25.4412212,-49.27769,Restaurante
CARLOS EDUARDO SILVA GUIMARAES,CENTRO,1985-02-15,-25.4308269,-49.2759925,Restaurante
MARCONCINI & MARCONCINI LTDA,CENTRO,1990-11-06,-25.4263406,-49.2639206,Cantina
ANA PAULA NADAL ME,CENTRO,2013-04-05,-25.4291217,-49.2748674,Restaurante
MIGUEL SEABRA DE OLIVEIRA NETTO E CIA LTDA,CENTRO,2002-09-23,-25.4355986,-49.2741548,Lanchonete
CAFÉ BARONE LTDA,CENTRO,2003-07-20,-25.429841,-49.2636556,Café
BAR PAULISTA,TATUQUARA,2005-09-28,-25.5632293,-49.32974,Jogo
IGGY ROCK BAR,BATEL,2005-05-31,-25.4364031,-49.2852698,Bar/Choperia
LUIGI BONATO,CENTRO,1990-09-24,-25.427757,-49.2610704,Restaurante
MONTESANO COM SERV ALLIMENTOS LTD,CENTRO,1989-03-01,-25.4322424,-49.2768575,Churrascaria/Grill
DUE TESTE COMERCIO DE BEBIDAS E ALIMENTOS LTDA,BATEL,2013-04-26,-25.4431516,-49.2908574,Bar/Choperia
DIRCE ARAUJO RODRIGUES,TATUQUARA,2001-08-14,-25.5645609,-49.3306279,Bar/Choperia
CURITIBA GRILL RESTAURANTE LTDA,CENTRO,1993-02-01,-25.4317783,-49.2764608,Churrascaria/Grill
SISTEMA COMERCIO DE ALIMENTACAO RAPIDA LTDA,BATEL,1991-06-17,-25.4382033,-49.2840517,Lanchonete
RESTAURANTE SORVETERIA E CAFE PALADARTE LTDA,CENTRO,2001-09-17,-25.4356846,-49.2684365,Cantina
RESTAURANTE TEIXEIRA ROCHA LTDA,CENTRO,2001-09-26,-25.4370998,-49.2744241,Restaurante
RESTAURANTE LANCHONETE E PETISCARIA ACARAI LTDA,CENTRO,1988-08-20,-25.4321765,-49.2682142,Bar/Choperia
PIZZINCAZZA - PIZZARIA LTDA,BATEL,1984-11-20,-25.446915,-49.2924983,Pizzaria
CASA DI BEL,BATEL,2004-08-02,-25.4401149,-49.2862233,Bar/Choperia
LANCHONETE TAKEDA LTDA,CENTRO,2001-04-05,-25.434289,-49.279793,Lanchonete
RESTAURANTE E LANCHONETE HOU WAN LTDA,CENTRO,1997-05-02,-25.4293148,-49.2692909,Lanchonete
JOAQUINA VIEIRA DE SOUZA 81346468915,TATUQUARA,2012-12-19,-25.5623245,-49.3155465,Restaurante
ROCCO & LUCAS LTDA,CENTRO,1984-08-30,-25.4289094,-49.275558,Lanchonete
GRANVIA LANCHONETE E SORVETERIA LTDA,CENTRO,1997-05-27,-25.4303065,-49.260808,Lanchonete
ALCIDES DE SANTANA - BAR,CENTRO,2002-02-01,-25.4342637,-49.2675755,Bar/Choperia
RESTAURANTE WON KOV LTDA,CENTRO,2008-09-19,-25.4378112,-49.2784854,Restaurante
PREVITALLE LANCHES,TATUQUARA,2014-01-20,-25.5519424,-49.2954255,Típico
RESTAURANTE E CANTINA MACEDO LIZ LTDA,CENTRO,1997-11-01,-25.4275096,-49.2619892,Cantina
KABANA 'S BAR,CENTRO,2011-08-16,-25.4287925,-49.2696805,Bar/Choperia
BOBS,CENTRO,2003-09-02,-25.4343007,-49.2795046,Franquia
RESTAURANTE PRATO FINO,CENTRO,2003-07-03,-25.4321543,-49.2686735,Gourmet
SHEILA APARECIDA BARBOSA PAULA 03407161930,TATUQUARA,2011-02-18,-25.5731507,-49.3315603,Bar/Choperia
CANTELI E CANTELI LTDA ME,CENTRO,2005-09-20,-25.433587,-49.265996,Lanchonete
RESTAURANTE DA VISCONDE,CENTRO,2014-02-14,-25.4330786,-49.2594814,Restaurante
MARIA ANITA BUENO 01904063993,TATUQUARA,2012-04-18,-25.5703098,-49.3351928,Jogo
TEIXEIRA & ANDRE LTDA,CENTRO,1993-11-22,-25.4356174,-49.2704704,Lanchonete
TWISS DOCES E SALGADOS,CENTRO,2004-11-25,-25.4415187,-49.2770725,Lanchonete
RESTAURANTE SPAGHETTO,CENTRO,1988-08-03,-25.4331059,-49.2796997,Restaurante
STEREO PUB,BATEL,2004-07-14,-25.4394716,-49.2856199,Lanchonete
RESTAURANTE GULL'S,BATEL,2000-10-07,-25.4452714,-49.2871806,Lanchonete
BIRUTA S LANCHES LTDA,CENTRO,2001-03-01,-25.4312765,-49.2719066,Padaria/Confeitaria
PAO DE QUEIJO,CENTRO,2009-04-22,-25.4319742,-49.2684654,Franquia
ANA SOARES - LANCHONETE - ME,CENTRO,1999-05-26,-25.4382101,-49.2704222,Lanchonete
CECILIO RIBEIRO DE ARAUJO NETO,CENTRO,2001-11-29,-25.430159,-49.2649491,Lanchonete
L J L LANCHONETE E RESTAURANTE LTDA,CENTRO,1999-12-10,-25.4358164,-49.2666474,Lanchonete
DONA FRUTA SUCOS E DELICIAS NATURAIS,CENTRO,2008-06-12,-25.4298182,-49.2661467,Bar/Choperia
RESTAURANTE CHEFFE MASTER,CENTRO,2011-01-17,-25.4287271,-49.2702684,Lanchonete
RESTAURANTE MACCHIAROLLI LTDA,BATEL,1983-12-01,-25.4440684,-49.2913366,Pizzaria
LUCIANO RICARDO DA SILVA,CENTRO,2001-07-07,-25.4394649,-49.2722034,Bar/Choperia
RMS COMERCIO DE ALIMENTOS LTDA,BATEL,2011-06-29,-25.4442904,-49.2900415,Lanchonete
VANDA CRISTINA PICH-BAR,CENTRO,1991-07-01,-25.4343767,-49.2676968,Bar/Choperia
BUFFET SANTE LTDA - ME,CENTRO,2013-06-26,-25.4295142,-49.2639902,Lanchonete
I. GEHLEN - CAFE,CENTRO,2009-06-19,-25.4332076,-49.2743566,Café
CAPRI PIZZAS E SANDUICHES LTDA,CENTRO,1984-10-05,-25.4286062,-49.2623527,Pizzaria
A D ROSA,CENTRO,1988-05-02,-25.4324349,-49.2638375,Bar/Choperia
J Malucelli Hoteis e Turismo Ltda,CENTRO,1996-08-27,-25.4326979,-49.2778634,Hotel
LANCHONETE JIN CHENG LTDA,CENTRO,2001-08-01,-25.4292174,-49.2705382,Lanchonete
MIGNON S PLACE RESTAURANTE E LANCHONETE LTDA,CENTRO,2001-05-04,-25.4310169,-49.2752051,Bar/Choperia
STRUJAK & IMOLESI COMERCIO DE ALIMENTOS LTDA,CENTRO,2005-11-01,-25.4328751,-49.2810814,Pizzaria
PAO DE QUEIJO,CENTRO,2004-12-13,-25.4314357,-49.2759575,Franquia
DI PASTEL LTDA,CENTRO,1997-06-02,-25.4340308,-49.2791334,Pastelaria
CENTRO DE DESENVOLVIMENTO PROFISSIONAL DE CURITIBA,CENTRO,2000-04-10,-25.4336738,-49.2657136,Restaurante
LANCHES E CAFE DEODORO LTDA,CENTRO,1985-06-01,-25.4297299,-49.2655981,Café
LIMA LIMAO GRILL,CENTRO,2006-08-01,-25.4296662,-49.2608649,Churrascaria/Grill
ALAIDE FELIX DOS SANTOS 62199560104,CENTRO,2011-08-05,-25.4244904,-49.2625969,Lanchonete
KONY S - RESTAURANTE  EVENTOS E PARTICIPACOES LTDA,BATEL,1995-12-01,-25.4381504,-49.2809602,Restaurante
RESTAURANTES E PIZZARIA NUNES MACHADO LTDA - ME,CENTRO,2011-07-19,-25.4396983,-49.2745216,Pizzaria
AJL COMERCIO DE ALIMENTOS LTDA. - ME,CENTRO,2010-02-26,-25.4409909,-49.2774894,Bar/Choperia
PLANET CURITIBA-SUCOS E VARIED LT,CENTRO,1996-08-29,-25.4331367,-49.2768998,Lanchonete
LANCHONETE E PASTELARIA FU KIT LT,CENTRO,1995-07-01,-25.4305895,-49.270664,Pastelaria
VALE QUANTO PESA RESTAURANTE LTDA,CENTRO,1992-09-11,-25.4347084,-49.2753817,Restaurante
JORGE LUIZ BEMBEN,CENTRO,1999-07-20,-25.4330797,-49.2838001,Lanchonete
DOMINGOS PEREIRA DA SILVA ME,CENTRO,2003-02-01,-25.4369655,-49.2652359,Jogo
ANTONIETA PAULA DO NASCIMENTO,TATUQUARA,1990-06-01,-25.550869,-49.2928171,Lanchonete
NILCEU S BAR E CONFEITARIA LTDA,CENTRO,1987-10-15,-25.4273647,-49.2679771,Padaria/Confeitaria
CAFE DA LAINE,CENTRO,2008-10-24,-25.4305015,-49.2618818,Café
POPS LANCHES,CENTRO,2008-01-14,-25.4317102,-49.2611739,Lanchonete
LANCHONETE HOWAN LTDA,CENTRO,1997-04-01,-25.4325477,-49.2701387,Lanchonete
COSTA PARK PETISCARIA LTDA,TATUQUARA,2001-07-01,-25.5608015,-49.2915805,Restaurante
FUSAO,CENTRO,2012-11-22,-25.4289143,-49.2740018,Bar/Choperia
M M W COMERCIO DE ALIMENTOS E BEBIDAS LTDA,CENTRO,1997-10-01,-25.4354828,-49.2827742,Lanchonete
VERA LUCIA GERAY ARTIGAS,CENTRO,1998-02-02,-25.42609,-49.2687164,Restaurante
JOAO MOREIRA DE SOUZA - BEBIDAS,TATUQUARA,1983-12-01,-25.5516707,-49.2953044,Mercado/Mercearia
RESTAURANTE TOCADE LTDA,CENTRO,1998-05-20,-25.4353579,-49.2821369,Padaria/Confeitaria
LIPE LANCHES LTDA,CENTRO,2002-09-13,-25.4388004,-49.273372,Lanchonete
ATLANTICA MASSAGENS,CENTRO,1998-08-08,-25.4315367,-49.2642237,Bar/Choperia
